BASE_WORD	INPUT_WORD	TYPE	RELATION_ID	IN_WORD_NET	CNT
birthday	streamers	meronyms	169	0	1
toy	colors	meronyms	173	0	1
whale	eyes	meronyms	218	0	1
gift	present	meronyms	223	0	1
wolf	mouth	meronyms	236	0	1
invertebrate	organs	meronyms	247	0	1
drone	roters	meronyms	255	0	1
dance	songs	meronyms	276	0	1
pot	handles	meronyms	278	0	1
wolf	feet	meronyms	287	0	1
lake	lilly	meronyms	308	0	1
crab	pincers	meronyms	320	0	1
brain	areas	meronyms	346	0	1
hawk	tail	meronyms	355	0	1
fruit	pulp	meronyms	370	0	1
farmers	farmers	meronyms	372	0	1
farmers	hemp	meronyms	376	0	1
cell	mitocondria	meronyms	409	0	1
bedroom	floor	meronyms	425	0	1
bedroom	shades	meronyms	426	0	1
bedroom	window	meronyms	429	0	1
dinosaur	claws	meronyms	432	0	1
post	deli	meronyms	437	0	1
turtle	claws	meronyms	444	0	1
pants	hem	meronyms	454	0	1
habitat	animals	meronyms	466	0	1
habitat	food	meronyms	469	0	1
planet	oceans	meronyms	490	0	1
purse	contents	meronyms	1656	0	1
school	principal 	meronyms	1661	0	1
video	opening screen	meronyms	1677	0	1
city	traffic stop	meronyms	1689	0	1
video	narrat	meronyms	1695	0	1
video	prologue	meronyms	1697	0	1
party	lights	meronyms	1706	0	1
party	punch bowl	meronyms	1707	0	1
pipe	conduit	meronyms	1730	0	1
firefighter	ax	meronyms	642	0	1
firefighter	hat	meronyms	643	0	1
sun	hydrogen	meronyms	712	0	1
space	chair	meronyms	745	0	1
door	door bell	meronyms	754	0	1
purse	zippe	meronyms	798	0	1
beach	gull	meronyms	838	0	1
morning	daybreak	meronyms	672	0	1
starfish	arms	meronyms	699	0	1
purse	clatch	meronyms	1219	0	1
city	metro	meronyms	1223	0	1
city	outskirts	meronyms	1229	0	1
city	theatre	meronyms	1238	0	1
party	karaoke	meronyms	1255	0	1
school	te	meronyms	1272	0	1
knife	knife	meronyms	890	0	1
party	cause	meronyms	905	0	1
school	offices	meronyms	915	0	1
storm	lighten	meronyms	923	0	1
library	organization	meronyms	985	0	1
pool	depth	meronyms	1020	0	1
flag	pride	meronyms	1138	0	1
house	entrance	meronyms	1156	0	1
solar	meteor	meronyms	1173	0	1
honeybee	dart	meronyms	1314	0	1
party	entertainment	meronyms	1383	0	1
wheel	radius	meronyms	1398	0	1
town	vilas	meronyms	1439	0	1
town	vilage	meronyms	1442	0	1
horse	bridle	meronyms	1449	0	1
story	introduction	meronyms	1117	0	1
desk	plastic	meronyms	1521	0	1
airport	pilots	meronyms	1542	0	1
region	village	meronyms	1554	0	1
purse	buckles	meronyms	1586	0	1
town	cafes	meronyms	1600	0	1
town	fire stations	meronyms	1601	0	1
library	paper	meronyms	2106	0	1
president	corruption	meronyms	2136	0	1
iphone	nonreplaceable	meronyms	2458	0	1
car	cameras	meronyms	2461	0	1
car	gauge	meronyms	2462	0	1
park	cars	meronyms	2466	0	1
city	west	meronyms	2469	0	1
eye	color	meronyms	2510	0	1
eye	cornes	meronyms	2614	0	1
female	utrees	meronyms	2620	0	1
radio	tape deks	meronyms	2629	0	1
party	people, music, food, decorations, host, guest	meronyms	1733	0	1
honeybee	feat	meronyms	1777	0	1
party	freinds	meronyms	1778	0	1
storm	wi	meronyms	1781	0	1
alligator	alligator	meronyms	1800	0	1
game	clock	meronyms	2517	0	1
meal	beans	meronyms	2529	0	1
moon	man	meronyms	2535	0	1
horse	tale	meronyms	2537	0	1
car	gascap	meronyms	2552	0	1
game	meeple	meronyms	2555	0	1
museum	co	meronyms	2559	0	1
video	mutlimedia	meronyms	2564	0	1
liquid	plas	meronyms	2566	0	1
textbook	xcover	meronyms	2579	0	1
book	parag	meronyms	2192	0	1
aquarium	hood	meronyms	2206	0	1
purse	sna	meronyms	2211	0	1
eagle	foot	meronyms	2270	0	1
library	computer area	meronyms	2277	0	1
horse	ass	meronyms	2288	0	1
shoe	lace 	meronyms	2306	0	1
pumpkin	back	meronyms	2316	0	1
painting	brushes	meronyms	2319	0	1
gym	tra	meronyms	2241	0	1
textbook	introduction	meronyms	2350	0	1
airport	boarding area	meronyms	2359	0	1
volcano	head	meronyms	2367	0	1
volcano	earth	meronyms	2394	0	1
volcano	metal	meronyms	2395	0	1
book	intro	meronyms	2449	0	1
school	doors	meronyms	1882	0	1
video	splice	meronyms	1887	0	1
city	corner	meronyms	1906	0	1
school	p	meronyms	1929	0	1
aquarium	manatees	meronyms	1937	0	1
honeybee	fuz	meronyms	1943	0	1
chicken	peek	meronyms	1947	0	1
town	lane	meronyms	1949	0	1
volcano	op	meronyms	1968	0	1
game	controls	meronyms	1972	0	1
shoe	canvas	meronyms	1981	0	1
pipe	threads	meronyms	1732	0	1
alligator	scales, teeth, skin, tail, claws, jaws	meronyms	1741	0	1
school	recess	meronyms	1750	0	1
city	elec	meronyms	1754	0	1
town	neighborhood	meronyms	1763	0	1
female	boobies	meronyms	1990	0	1
liquid	tem	meronyms	2034	0	1
volcano	cliff	meronyms	2035	0	1
knife	stainless steal	meronyms	2051	0	1
car	battery	meronyms	2727	0	1
car	drive shaft	meronyms	2728	0	1
car	gear shift	meronyms	2732	0	1
video	artist	meronyms	2733	0	1
video	neophyte	meronyms	2735	0	1
video	words	meronyms	2736	0	1
museum	restrooms	meronyms	2762	0	1
robot	automatic	meronyms	2768	0	1
textbook	marks	meronyms	2791	0	1
city	tunnel	meronyms	2796	0	1
party	balloon	meronyms	2819	0	1
desk	side	meronyms	2827	0	1
sentence	comma	meronyms	2865	0	1
robot	gears	meronyms	2868	0	1
painting	figure	meronyms	3401	0	1
product	service	meronyms	3419	0	1
sentence	article	meronyms	3423	0	1
violin	f hole	meronyms	3432	0	1
iphone	headphone port	meronyms	3438	0	1
hunter	belt	meronyms	3443	0	1
tank	men	meronyms	3466	0	1
hunter	light	meronyms	3472	0	1
recipe	cooker	meronyms	3475	0	1
recipe	pan	meronyms	3479	0	1
greenhouse	fan	meronyms	3492	0	1
poem	noun	meronyms	3495	0	1
moon	far side	meronyms	2687	0	1
moon	tycho	meronyms	2689	0	1
park	benche	meronyms	2697	0	1
gym	benches	meronyms	2703	0	1
library	magazines	meronyms	2709	0	1
tank	hole	meronyms	2770	0	1
aquarium	eye	meronyms	2778	0	1
video	reels	meronyms	3674	0	1
chicken	breast 	meronyms	3678	0	1
skateboard	screws	meronyms	2648	0	1
computer	speaker	meronyms	2801	0	1
cookie	chips	meronyms	3531	0	1
business	entry level employees	meronyms	3546	0	1
song	outro	meronyms	3586	0	1
keyboard	ivory	meronyms	3589	0	1
laptop	hard drive	meronyms	3597	0	1
face	facial hair	meronyms	3605	0	1
dungeon	despair	meronyms	3611	0	1
robot	chest	meronyms	3641	0	1
president	car	meronyms	2887	0	1
airport	baggage pick	meronyms	2890	0	1
wheel	folks	meronyms	2897	0	1
region	hi	meronyms	2916	0	1
product	inside	meronyms	2932	0	1
shoe	foot	meronyms	2962	0	1
moon	mud	meronyms	2964	0	1
quarter	shoe	meronyms	2975	0	1
mansion	halls	meronyms	3031	0	1
novel	authoer	meronyms	3044	0	1
finger	hair	meronyms	3064	0	1
computer	mous	meronyms	3127	0	1
male	elbow	meronyms	3140	0	1
park	chairs	meronyms	3148	0	1
town	well	meronyms	3153	0	1
park	lamp	meronyms	3159	0	1
eagle	face	meronyms	3163	0	1
library	bathroom	meronyms	3179	0	1
textbook	texts	meronyms	3192	0	1
airport	counter	meronyms	3205	0	1
park	picnic	meronyms	3207	0	1
flag	flag pole	meronyms	3210	0	1
liquid	air	meronyms	3237	0	1
airport	pick up	meronyms	3263	0	1
president	election	meronyms	3281	0	1
oven	grill	meronyms	3283	0	1
mansion	servant's qu	meronyms	3291	0	1
product	shape	meronyms	3298	0	1
iphone	slot	meronyms	3324	0	1
president	weight	meronyms	2956	0	1
iphone	touchscreen	meronyms	2968	0	1
event	crowd	meronyms	3146	0	1
region	sand	meronyms	3231	0	1
cabinet	knobe	meronyms	3374	0	1
flag	symbold	meronyms	4155	0	1
desk	leg	meronyms	4169	0	1
bed	billp	meronyms	4180	0	1
hunter	call	meronyms	4187	0	1
pizza	parmesan	meronyms	4251	0	1
game	second plac	meronyms	4265	0	1
dictionary	end	meronyms	4302	0	1
radio	buttons	meronyms	4326	0	1
novel	prologue	meronyms	4379	0	1
skateboard	table	meronyms	4407	0	1
mansion	staircases	meronyms	4415	0	1
oven	plate	meronyms	4417	0	1
tank	gas tank	meronyms	4420	0	1
restaurant	building	meronyms	4428	0	1
restaurant	napkins	meronyms	4431	0	1
finger	join	meronyms	4433	0	1
refrigerator	cord	meronyms	4435	0	1
refrigerator	rack	meronyms	4461	0	1
painting	carfts	meronyms	4482	0	1
painting	wall painting	meronyms	4484	0	1
car	floor	meronyms	4486	0	1
document	index	meronyms	4508	0	1
car	mir	meronyms	4539	0	1
court	one	meronyms	4581	0	1
chicken	st	meronyms	3787	0	1
yard	weeds	meronyms	3808	0	1
court	goal	meronyms	3899	0	1
court	rim	meronyms	3901	0	1
party	appetizer	meronyms	3907	0	1
skateboard	track	meronyms	4010	0	1
car	gas pedal	meronyms	4012	1	1
museum	o	meronyms	4014	0	1
painting	matting	meronyms	4269	0	1
volcano	cond	meronyms	4294	0	1
house	frontyard	meronyms	4297	0	1
map	terrian	meronyms	4307	0	1
pool	swim suit	meronyms	4320	0	1
game	teams	meronyms	4321	0	1
mansion	swimming pool	meronyms	4341	0	1
volcano	cr	meronyms	4345	0	1
stadium	play	meronyms	4347	0	1
table	rollers	meronyms	4352	0	1
purse	card pouch	meronyms	3712	0	1
yard	step	meronyms	3724	0	1
yard	measure	meronyms	3725	0	1
male	too cisnormative	meronyms	3733	0	1
city	ma	meronyms	3742	0	1
city	streetlights	meronyms	3745	0	1
chicken	breast, head, eyes wings, legs, 	meronyms	3770	0	1
story	subplot	meronyms	3782	0	1
bicycle	handlebar	meronyms	3796	1	1
party	h	meronyms	3798	0	1
quarter	saying	meronyms	3814	0	1
hunter	b	meronyms	3847	0	1
game	remote	meronyms	3897	0	1
female	ear	meronyms	3919	0	1
robot	timer	meronyms	3938	0	1
alligator	leathr	meronyms	3942	0	1
female	thighs	meronyms	3948	0	1
population	group	meronyms	3966	0	1
oven	0	meronyms	3976	0	1
document	address	meronyms	3977	0	1
pool	hanger	meronyms	4034	0	1
wheel	boxing	meronyms	4035	0	1
restaurant	music	meronyms	4043	0	1
restaurant	entertainken	meronyms	4046	0	1
shoe	mouth	meronyms	4057	0	1
park	water 	meronyms	4063	0	1
library	nonfiction	meronyms	4070	0	1
airplane	floor	meronyms	4075	0	1
oven	sens	meronyms	4094	0	1
president	cont	meronyms	4100	0	1
pool	slider	meronyms	4124	0	1
park	flower	meronyms	4127	0	1
park	ride	meronyms	4128	0	1
library	novel	meronyms	4587	0	1
pumpkin	innards	meronyms	4593	0	1
pants	crotch	meronyms	4611	0	1
hunter	army	meronyms	4619	0	1
face	moustache	meronyms	4638	0	1
map	graph	meronyms	4648	0	1
event	suprise	meronyms	4652	0	1
solar	sun lifght	meronyms	4662	0	1
desk	pen	meronyms	4704	0	1
laptop	assemble	meronyms	5119	0	1
novel	content	meronyms	5127	0	1
honeybee	rare	meronyms	5130	0	1
computer	rom	meronyms	5165	0	1
eagle	animal	meronyms	5216	0	1
eagle	species	meronyms	5217	0	1
cookie	top	meronyms	5235	0	1
turtle	structure	meronyms	5405	0	1
nation	ocean	meronyms	5554	0	1
cookie	cake	meronyms	5560	0	1
song	key	meronyms	5569	0	1
document	graph	meronyms	5572	0	1
hunter	tongue	meronyms	5577	0	1
shack	walls	meronyms	5596	0	1
gym	men	meronyms	5611	0	1
gym	coach	meronyms	5612	0	1
desert	skjdfjsa	meronyms	5257	0	1
desert	dlskfjlkas	meronyms	5260	0	1
desert	sdkljfkla	meronyms	5265	0	1
airport	apron	meronyms	5269	0	1
shoe	weight	meronyms	5302	0	1
pie	slice	meronyms	5309	0	1
stadium	chair	meronyms	5319	0	1
aquarium	visitor	meronyms	5333	0	1
poem	puctuation	meronyms	5335	0	1
stadium	scoreboard	meronyms	5343	0	1
stadium	team	meronyms	5344	0	1
guitar	electric	meronyms	5391	0	1
flag	colours	meronyms	5045	0	1
museum	guide	meronyms	5126	0	1
solar	water tank	meronyms	5149	0	1
library	globe	meronyms	5186	0	1
magazine	ad	meronyms	5276	0	1
textbook	preface 	meronyms	5304	0	1
wheel	tube	meronyms	5330	0	1
factory	worker	meronyms	5337	0	1
chicken	egg 	meronyms	5384	0	1
female	ovary	meronyms	5403	0	1
flower	sepals	meronyms	5404	0	1
solar	galaxies	meronyms	5407	0	1
solar	black 	meronyms	5409	0	1
meal	desert 	meronyms	5416	0	1
dungeon	bathroom	meronyms	5429	0	1
stopsign	wood	meronyms	5431	0	1
train	s	meronyms	5448	0	1
eye	physical	meronyms	5453	0	1
eye	women	meronyms	5454	0	1
bed	twin bed	meronyms	5464	0	1
business	invest	meronyms	5466	0	1
business	profit	meronyms	5467	0	1
business	people	meronyms	5474	0	1
robot	program	meronyms	4735	0	1
house	patio	meronyms	4744	0	1
airplane	tip	meronyms	4745	0	1
kitchen	burner	meronyms	4879	0	1
kitchen	provisions	meronyms	4884	0	1
plant	s	meronyms	4902	0	1
microwave	lightbulb 	meronyms	4910	0	1
greenhouse	heater	meronyms	4932	0	1
greenhouse	solarli	meronyms	4933	0	1
cookie	jams	meronyms	4954	0	1
army	private	meronyms	4781	0	1
knight	beard	meronyms	4789	0	1
restaurant	coo	meronyms	4804	0	1
stadium	pressbox	meronyms	4829	0	1
stew	light	meronyms	4870	0	1
president	government	meronyms	4964	0	1
event	effect	meronyms	4968	0	1
video	graphics	meronyms	4980	0	1
house	chimmney	meronyms	4984	0	1
painting	colours	meronyms	4794	0	1
airport	flight attendent	meronyms	4816	0	1
court	turf	meronyms	4850	0	1
skateboard	avril	meronyms	5025	0	1
skateboard	tony hawk	meronyms	5026	0	1
event	celebration	meronyms	5046	0	1
document	name	meronyms	5053	0	1
document	folder	meronyms	5055	0	1
pizza	chilli	meronyms	5057	0	1
needle	sha	meronyms	5059	0	1
meal	sandwich	meronyms	5068	1	1
harbor	knife	meronyms	5076	0	1
volcano	pl	meronyms	5080	0	1
alligator	f	meronyms	5084	0	1
school	uniform	meronyms	5092	0	1
keyboard	caps lock	meronyms	5098	0	1
map	continents	meronyms	5107	0	1
female	spine	meronyms	5110	0	1
rifle	clip	meronyms	6133	0	1
airport	lugga	meronyms	6165	0	1
story	fun	meronyms	6190	0	1
neighborhood	siblings	meronyms	6196	0	1
neighborhood	parents	meronyms	6197	0	1
lizard	green	meronyms	6206	0	1
lizard	skin	meronyms	6207	0	1
pie	sugar	meronyms	6229	0	1
lecture	professor	meronyms	6239	0	1
lecture	podi	meronyms	6242	0	1
email	program	meronyms	6276	0	1
house	family room	meronyms	6316	0	1
sphere	plastic	meronyms	6322	0	1
ocean	dolphins	meronyms	6368	0	1
sphere	circumference 	meronyms	6379	0	1
novel	prolouge	meronyms	6395	0	1
pan	steel	meronyms	6397	0	1
office	pencil	meronyms	6403	0	1
turtle	face	meronyms	6305	0	1
oven	food 	meronyms	6411	0	1
tank	lid	meronyms	6418	0	1
cave	inner	meronyms	6424	0	1
refrigerator	bottel	meronyms	6430	0	1
refrigerator	tray	meronyms	6433	0	1
yard	sand	meronyms	6434	0	1
helicopter	seatbelts	meronyms	6441	0	1
train	people	meronyms	6450	0	1
train	locamotive	meronyms	6452	0	1
recipe	beef	meronyms	6457	0	1
battle	military	meronyms	6458	0	1
recipe	eggs	meronyms	6477	0	1
email	reciver	meronyms	6483	0	1
nightclub	dj	meronyms	6487	0	1
opera	story	meronyms	6494	0	1
sentence	sentence	meronyms	6496	0	1
greenhouse	floor	meronyms	6497	0	1
mansion	toilet	meronyms	6506	0	1
atmosphere	mesosphere	meronyms	5755	1	1
bathroom	cup,tub,soap,towel,shampoo,door,	meronyms	5761	0	1
nation	provinces	meronyms	5762	0	1
nation	cities	meronyms	5765	0	1
nation	central	meronyms	5767	0	1
jailhouse	floor	meronyms	5771	0	1
jailhouse	court room	meronyms	5777	0	1
jailhouse	solitary confinement	meronyms	5778	0	1
pool	liner 	meronyms	5782	0	1
house	kitchen,bedroom,hall,store room bathroom	meronyms	5799	0	1
cat	paws	meronyms	5811	0	1
dog	claw	meronyms	5835	0	1
stew	veggies	meronyms	5839	0	1
battle	screams	meronyms	5860	0	1
oven	stove 	meronyms	5870	0	1
oven	burners 	meronyms	5872	0	1
zebra	hoof	meronyms	5925	0	1
building	first floor	meronyms	5935	0	1
map	destinations	meronyms	5944	0	1
triangle	line	meronyms	5959	0	1
atmosphere	gravity	meronyms	5976	0	1
iphone	browser	meronyms	6043	0	1
story	cover	meronyms	6058	0	1
story	paper	meronyms	6059	0	1
story	isbn	meronyms	6060	0	1
story	pages	meronyms	6061	0	1
coat	string	meronyms	5632	0	1
opera	male	meronyms	5643	0	1
flag	green,orange,white,flag 	meronyms	5667	0	1
dictionary	a	meronyms	5672	0	1
keyboard	alphabate	meronyms	5689	0	1
opera	adagietto	meronyms	5707	0	1
pizza	sauce,yeast,cheese,vegetables,	meronyms	5708	0	1
laptop	battery	meronyms	5722	0	1
yard	sun	meronyms	5737	0	1
hotel	ree,cption	meronyms	5625	0	1
harbor	tr	meronyms	5739	0	1
laboratory	tiling	meronyms	5868	0	1
desert	wind	meronyms	5894	0	1
zebra	mane	meronyms	5926	0	1
newspaper	comic	meronyms	5972	0	1
zoo	bears	meronyms	6020	0	1
farm	pigs	meronyms	6038	0	1
building	living room	meronyms	6074	0	1
building	garage	meronyms	6077	0	1
camera	shutt	meronyms	6079	0	1
zebra	teeth	meronyms	6091	0	1
airplane	doors	meronyms	6102	0	1
textbook	label	meronyms	6111	0	1
event	singing	meronyms	6118	0	1
document	footing	meronyms	6121	0	1
market	goods	meronyms	6123	0	1
nation	upper	meronyms	6552	0	1
nation	north	meronyms	6554	0	1
nation	middle	meronyms	6558	0	1
classroom	chalkboard	meronyms	6575	0	1
classroom	seats	meronyms	6576	0	1
solar	venuys	meronyms	6589	0	1
market	fish	meronyms	6593	0	1
bed	bedsheet	meronyms	6599	0	1
keyboard	numbers	meronyms	6600	0	1
notebook	spiral	meronyms	6623	0	1
laboratory	experiments	meronyms	6627	0	1
office	room	meronyms	6629	0	1
pants	clip	meronyms	6647	0	1
factory	clerk	meronyms	6652	0	1
laboratory	instrument	meronyms	7172	0	1
laboratory	window	meronyms	7173	0	1
coat	hand	meronyms	7178	0	1
coat	fabric	meronyms	7182	0	1
lizard	tounge	meronyms	7183	0	1
opera	viweres	meronyms	7199	0	1
bicycle	bar	meronyms	7200	0	1
bicycle	handbar	meronyms	7201	0	1
mammal	arms	meronyms	7208	0	1
tank	handle	meronyms	7210	0	1
tank	filter	meronyms	7211	0	1
pond	plant	meronyms	7216	0	1
pond	tadpole	meronyms	7217	0	1
truck	cl	meronyms	7222	0	1
truck	axile	meronyms	7223	0	1
bicycle	tires	meronyms	7226	0	1
farm	sheep	meronyms	7228	0	1
building	floors	meronyms	7239	0	1
male	m	meronyms	7253	0	1
museum	paper	meronyms	7258	0	1
restaurant	lobby	meronyms	7261	0	1
robot	eys	meronyms	7277	0	1
market	peole	meronyms	7280	0	1
airport	airoplane	meronyms	7286	0	1
airport	ground	meronyms	7287	0	1
document	papers	meronyms	7292	0	1
recipe	preparation	meronyms	7388	0	1
island	plant	meronyms	7389	0	1
island	forest	meronyms	7393	0	1
microwave	temperature	meronyms	7403	0	1
greenhouse	gas	meronyms	7407	0	1
truck	cargo	meronyms	7448	0	1
pool	pipe	meronyms	7466	0	1
bed	bedsh	meronyms	7468	0	1
cookie	eggs	meronyms	7469	0	1
sentence	numbers	meronyms	7493	0	1
plant	green	meronyms	7497	0	1
notebook	subject	meronyms	7296	0	1
mansion	maid	meronyms	7299	0	1
gym	shower	meronyms	7304	0	1
robot	comp	meronyms	7315	0	1
cat	claw	meronyms	7328	0	1
casino	casino	meronyms	7331	0	1
airplane	fly	meronyms	7341	0	1
pencil	black	meronyms	7343	0	1
desert	dune	meronyms	7346	0	1
zebra	tongue	meronyms	7355	0	1
newspaper	newsreport	meronyms	7358	0	1
cabinet	control	meronyms	7510	0	1
pie	charts	meronyms	7527	0	1
coat	mouth	meronyms	7550	0	1
notebook	write	meronyms	6682	0	1
fort	beams	meronyms	6698	0	1
farm	coop	meronyms	6715	0	1
map	equator	meronyms	6745	0	1
army	infantry	meronyms	6747	0	1
feather	fur	meronyms	6767	0	1
brain	adrenal	meronyms	6777	0	1
table	to	meronyms	6779	0	1
court	advocate	meronyms	6798	0	1
ocean	deep	meronyms	6806	0	1
boat	rail	meronyms	6814	0	1
triangle	length	meronyms	6817	0	1
casino	entrance	meronyms	6820	0	1
flag	simbol	meronyms	6835	0	1
planet	rings	meronyms	6840	0	1
cabinet	drawers	meronyms	6845	0	1
court	end	meronyms	6869	0	1
ticket	print	meronyms	6877	0	1
cabinet	desk	meronyms	6884	0	1
film	finish	meronyms	6885	0	1
beach	sun	meronyms	7005	0	1
ocean	whale	meronyms	7010	0	1
bus	cab	meronyms	7033	0	1
knight	person	meronyms	7038	0	1
microwave	parts	meronyms	6763	0	1
zoo	food	meronyms	6878	0	1
zoo	cretakers	meronyms	6879	0	1
raspberry	red	meronyms	6926	0	1
raspberry	stems	meronyms	6927	0	1
elephant	nose	meronyms	6936	0	1
king	ornament	meronyms	6938	0	1
house	food	meronyms	6940	0	1
fish	tooth	meronyms	6957	0	1
train	metal	meronyms	7049	0	1
lecture	audience	meronyms	7057	0	1
lawn	flower pot	meronyms	7062	0	1
picture	sand	meronyms	6520	0	1
tank	barrel	meronyms	6527	0	1
event	hall	meronyms	6542	0	1
rocket	guide	meronyms	7092	0	1
lawn	w	meronyms	7099	0	1
dog	teeth	meronyms	7115	0	1
office	fax	meronyms	7123	0	1
hunter	fingers	meronyms	7134	0	1
helicopter	shield	meronyms	7136	0	1
triangle	bottom	meronyms	7159	0	1
keyboard	adapter	meronyms	7162	0	1
ticket	numbers	meronyms	7166	0	1
table	carving	meronyms	7994	0	1
airplane	waiter	meronyms	8001	0	1
court	service box	meronyms	8015	0	1
pizza	segment	meronyms	8024	0	1
sphere	sun	meronyms	8025	0	1
sphere	volume	meronyms	8028	0	1
house	sitting room	meronyms	8034	0	1
train	carriage 	meronyms	8049	0	1
train	horn	meronyms	8052	0	1
alarm	composed	antonyms	8086	0	1
poem	beats	meronyms	8128	0	1
wood	pulp	hyponyms	8346	0	1
coin	penny	hyponyms	8360	1	1
emotion	brave	hyponyms	8367	0	1
gun	glock	hyponyms	8384	0	1
herb	ginger	hyponyms	8392	1	1
room	bathroom	hyponyms	8398	1	1
meat	turkey	hyponyms	8406	0	1
language	chinese	hyponyms	8412	0	1
computer	laptop	hyponyms	8417	0	1
mammal	person	hyponyms	8430	0	1
mammal	human	hyponyms	8432	0	1
mammal	gibbon	hyponyms	8434	0	1
transportation	teleporter	hyponyms	8448	0	1
car	button	meronyms	7756	0	1
car	metal	meronyms	7757	0	1
instrument	bells	hyponyms	8159	0	1
muscle	pecs	hyponyms	8163	0	1
pasta	fusilli 	hyponyms	8176	0	1
sport	frisbee	hyponyms	8203	0	1
soup	noodle	hyponyms	8217	0	1
soup	minestrone 	hyponyms	8218	0	1
job	retail	hyponyms	8226	0	1
gemstone	agathist 	hyponyms	8239	0	1
natural	fire	hyponyms	8257	0	1
dessert	pudding	hyponyms	8262	1	1
population	childrens	meronyms	7561	0	1
lounge	backsheet	meronyms	7564	0	1
hunter	animal	meronyms	7592	0	1
mansion	nose	meronyms	7594	0	1
novel	harry porter	meronyms	7600	0	1
nut	peanut	hyponyms	8274	0	1
weapon	long 	hyponyms	8284	0	1
ball	rubber ball	hyponyms	8302	0	1
organ	appen	hyponyms	8305	0	1
color	black	hyponyms	8322	0	1
color	ultra	hyponyms	8323	0	1
color	red	hyponyms	8324	0	1
jewelry	necklace	hyponyms	8336	1	1
jewelry	ring	hyponyms	8337	1	1
stew	mea	meronyms	7626	0	1
soldier	major	meronyms	7631	0	1
army	major	meronyms	7645	0	1
kitchen	cooker	meronyms	7651	0	1
airplane	belt	meronyms	7662	0	1
restaurant	hotel	meronyms	7663	0	1
region	outside	meronyms	7706	0	1
product	location	meronyms	7723	0	1
tank	missiles	meronyms	7803	0	1
map	parks	meronyms	7808	0	1
story	start	meronyms	7812	0	1
sphere	shell	meronyms	7823	0	1
mansion	reflecting po	meronyms	7834	0	1
computer	server	meronyms	8060	0	1
park	seat	meronyms	8063	0	1
robot	mind	meronyms	8064	0	1
airport	sitting area	meronyms	8069	0	1
male	shirt	meronyms	7605	0	1
male	nails	meronyms	7606	0	1
tree	bird	meronyms	7615	0	1
court	defen	meronyms	7672	0	1
flag	tricolor	meronyms	7673	0	1
quarter	fourth	meronyms	7798	0	1
book	font	meronyms	7839	0	1
aquarium	gift sho	meronyms	7847	0	1
honeybee	fluff	meronyms	7850	0	1
town	cathedral	meronyms	7854	0	1
game	team	meronyms	7862	0	1
game	competition 	meronyms	7864	0	1
female	fanny	meronyms	7872	0	1
library	information	meronyms	7883	0	1
computer	north pole	meronyms	7888	0	1
park	trash cans	meronyms	7891	0	1
pool	pool toys 	meronyms	7902	0	1
oven	noise	meronyms	7908	0	1
oven	grid	meronyms	7911	0	1
product	usefulness 	meronyms	7915	0	1
president	authorit	meronyms	7919	0	1
textbook	il	meronyms	7691	0	1
airport	secu	meronyms	7692	0	1
purse	hook	meronyms	7728	0	1
knife	h	meronyms	7735	0	1
video	disc	meronyms	7736	0	1
needle	thimble	meronyms	7779	0	1
iphone	g	meronyms	7930	0	1
needle	pins	meronyms	7938	0	1
needle	repair	meronyms	7940	0	1
dictionary	alphabet	meronyms	7963	0	1
tree	photsynthesis	meronyms	7964	0	1
refrigerator	preservation 	meronyms	7971	0	1
stew	warm	meronyms	7980	0	1
vanish	appear	antonyms	9345	0	1
vanish	show up	antonyms	9346	0	1
repair	fuck up	antonyms	9349	0	1
job	task	synonyms	9354	0	1
job	employment	synonyms	9355	0	1
vegetable	corn	hyponyms	9379	0	1
fruit	mango	hyponyms	9385	0	1
sterile	dusty	antonyms	9392	0	1
pipe	start	meronyms	9437	0	1
waive	hinder	antonyms	9443	0	1
preceding	upcoming	antonyms	9456	0	1
pester	irk	synonyms	9461	0	1
sterile	toxic	antonyms	9465	0	1
metal	aluminum 	hyponyms	8470	0	1
furniture	sofa	hyponyms	8478	0	1
furniture	bed	hyponyms	8480	0	1
pain	comfort	antonyms	8524	0	1
night	daylight	antonyms	8526	0	1
public	elite	antonyms	8533	0	1
white	dark	antonyms	8540	0	1
white	obsid	antonyms	8541	0	1
separation	joining	antonyms	8563	0	1
intent	oblivious	antonyms	8569	0	1
light	midnight	antonyms	8579	0	1
light	night	antonyms	8581	0	1
sound	quiet 	antonyms	8590	0	1
kind	considerate	synonyms	8625	0	1
shoe	sandals 	hyponyms	8488	0	1
preceding	coming after	antonyms	8508	0	1
warm	subzero	antonyms	8514	0	1
border	edge	synonyms	8641	1	1
halt	end	synonyms	8655	0	1
atom	?	hyponyms	8662	0	1
doctor	specialist	hyponyms	8663	1	1
doctor	neurologist	hyponyms	8668	0	1
movie	drama	hyponyms	8669	0	1
movie	scifi	hyponyms	8675	0	1
math	trigonometry 	hyponyms	8690	0	1
fact	misrepresentation 	antonyms	8699	0	1
apple	flower	meronyms	8714	0	1
	something	antonyms	8717	0	1
pester	mess 	synonyms	8758	0	1
video	mpeg	meronyms	8762	0	1
video	photo	meronyms	8763	0	1
pester	itne	synonyms	8885	0	1
pester	interrogate	synonyms	8886	0	1
possess	ownership	synonyms	8894	0	1
city	name	meronyms	8904	0	1
purse	decoration	meronyms	8929	0	1
fruit	grape	hyponyms	8935	0	1
